player,score
"['Viet_Anh', 'agent_MA', 'agent_NA', 'Trangold']","[15, 14, 14, 10]"
"['agent_MA', 'agent_NhatMinh', 'agent_Phong', 'agent_random']","[17, 10, 10, 5]"
"['agent_MA', 'agent_Phong', 'agent_Thu_Trang', 'agent_NhatMinh']","[15, 10, 7, 6]"
"['agent_TongMinh', 'agent_NhatMinh', 'agent_Phong', 'agent_MA']","[15, 13, 12, 10]"
"['agent_xung', 'agent_NhatMinh', 'agent_Phong', 'agent_MA']","[15, 11, 11, 9]"
"['agent_MA', 'agent_Phong', 'agent_NhatMinh', 'Dat']","[16, 15, 13, 8]"
"['agent_Phong', 'agent_MA', 'agent_NhatMinh', 'longlee']","[15, 14, 13, 7]"
"['agent_NhatMinh', 'agent_MA', 'agent_Phong', 'phi']","[17, 13, 10, 8]"
"['agent_NhatMinh', 'agent_Phong', 'Trang9PM_1905', 'agent_MA']","[15, 10, 8, 6]"
"['agent_MA', 'Trangold', 'agent_Phong', 'agent_NhatMinh']","[17, 14, 10, 6]"
"['agent_MA', 'agent_NhatMinh', 'agent_Phong', 'Viet_Anh']","[16, 8, 8, 5]"
"['agent_NhatMinh', 'agent_MA', 'agent_Thu_Trang', 'agent_random']","[16, 9, 3, 0]"
"['agent_NhatMinh', 'agent_MA', 'agent_TongMinh', 'agent_random']","[15, 9, 6, 1]"
"['agent_MA', 'agent_xung', 'agent_NhatMinh', 'agent_random']","[15, 6, 5, 4]"
"['agent_NhatMinh', 'agent_MA', 'Dat', 'agent_random']","[20, 9, 3, 2]"
"['longlee', 'agent_NhatMinh', 'agent_MA', 'agent_random']","[18, 13, 10, 5]"
"['agent_MA', 'phi', 'agent_NhatMinh', 'agent_random']","[16, 13, 10, 3]"
"['Trang9PM_1905', 'agent_MA', 'agent_NhatMinh', 'agent_random']","[17, 16, 4, 3]"
"['Trangold', 'agent_NhatMinh', 'agent_MA', 'agent_random']","[15, 14, 11, 8]"
"['agent_NhatMinh', 'agent_MA', 'Viet_Anh', 'agent_random']","[18, 10, 2, 0]"
"['agent_TongMinh', 'agent_MA', 'agent_NhatMinh', 'agent_Thu_Trang']","[19, 14, 10, 8]"
"['agent_NhatMinh', 'agent_MA', 'agent_Thu_Trang', 'agent_xung']","[16, 11, 7, 3]"
"['agent_Thu_Trang', 'agent_MA', 'Dat', 'agent_NhatMinh']","[15, 7, 7, 3]"
"['longlee', 'agent_NhatMinh', 'agent_MA', 'agent_Thu_Trang']","[15, 11, 10, 10]"
"['agent_Thu_Trang', 'agent_NhatMinh', 'phi', 'agent_MA']","[15, 13, 13, 11]"
"['agent_NhatMinh', 'Trang9PM_1905', 'agent_Thu_Trang', 'agent_MA']","[18, 13, 8, 3]"
"['agent_MA', 'agent_Thu_Trang', 'Trangold', 'agent_NhatMinh']","[16, 12, 8, 7]"
"['agent_MA', 'Viet_Anh', 'agent_Thu_Trang', 'agent_NhatMinh']","[16, 8, 7, 4]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_MA', 'agent_xung']","[16, 13, 8, 2]"
"['agent_TongMinh', 'agent_NhatMinh', 'agent_MA', 'Dat']","[18, 10, 9, 4]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_MA', 'longlee']","[15, 14, 8, 3]"
"['agent_NhatMinh', 'agent_MA', 'agent_TongMinh', 'phi']","[18, 12, 9, 5]"
"['agent_TongMinh', 'agent_MA', 'agent_NhatMinh', 'Trang9PM_1905']","[15, 12, 11, 8]"
"['agent_TongMinh', 'Trangold', 'agent_NhatMinh', 'agent_MA']","[15, 15, 14, 12]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_MA', 'Viet_Anh']","[17, 11, 10, 4]"
"['agent_NhatMinh', 'agent_MA', 'agent_xung', 'Dat']","[17, 13, 10, 9]"
"['agent_MA', 'longlee', 'agent_NhatMinh', 'agent_xung']","[15, 15, 8, 4]"
"['agent_NhatMinh', 'agent_MA', 'phi', 'agent_xung']","[15, 12, 10, 1]"
"['Trang9PM_1905', 'agent_MA', 'agent_NhatMinh', 'agent_xung']","[17, 12, 6, 5]"
"['agent_xung', 'agent_MA', 'agent_NhatMinh', 'Trangold']","[20, 13, 9, 6]"
"['Viet_Anh', 'agent_NhatMinh', 'agent_xung', 'agent_MA']","[15, 14, 11, 7]"
"['Dat', 'agent_MA', 'agent_NhatMinh', 'longlee']","[20, 16, 14, 8]"
"['Dat', 'agent_MA', 'agent_NhatMinh', 'phi']","[15, 12, 10, 9]"
"['agent_NhatMinh', 'agent_MA', 'Trang9PM_1905', 'Dat']","[16, 14, 10, 7]"
"['agent_NhatMinh', 'Trangold', 'agent_MA', 'Dat']","[16, 16, 12, 8]"
"['agent_NhatMinh', 'agent_MA', 'Viet_Anh', 'Dat']","[18, 14, 8, 2]"
"['agent_NhatMinh', 'agent_MA', 'phi', 'longlee']","[15, 11, 11, 4]"
"['agent_MA', 'longlee', 'Trang9PM_1905', 'agent_NhatMinh']","[18, 13, 12, 8]"
"['Trangold', 'agent_NhatMinh', 'longlee', 'agent_MA']","[15, 14, 12, 9]"
"['agent_NhatMinh', 'agent_MA', 'Viet_Anh', 'longlee']","[19, 8, 7, 2]"
"['phi', 'agent_MA', 'Trang9PM_1905', 'agent_NhatMinh']","[15, 14, 5, 4]"
"['phi', 'agent_NhatMinh', 'Trangold', 'agent_MA']","[15, 11, 11, 10]"
"['Viet_Anh', 'agent_MA', 'phi', 'agent_NhatMinh']","[15, 8, 7, 0]"
"['Trang9PM_1905', 'agent_MA', 'Trangold', 'agent_NhatMinh']","[15, 7, 7, 5]"
"['Viet_Anh', 'agent_NhatMinh', 'Trang9PM_1905', 'agent_MA']","[16, 12, 7, 3]"
"['agent_NhatMinh', 'Trangold', 'Viet_Anh', 'agent_MA']","[17, 13, 8, 6]"
"['agent_Phong', 'agent_MA', 'agent_Thu_Trang', 'agent_random']","[15, 9, 9, 0]"
"['agent_TongMinh', 'agent_Phong', 'agent_MA', 'agent_random']","[15, 12, 11, 0]"
"['agent_Phong', 'agent_MA', 'agent_xung', 'agent_random']","[16, 10, 7, 1]"
"['agent_Phong', 'agent_MA', 'Dat', 'agent_random']","[15, 9, 5, 2]"
"['agent_Phong', 'agent_MA', 'agent_random', 'longlee']","[15, 14, 0, 0]"
"['agent_Phong', 'phi', 'agent_MA', 'agent_random']","[16, 15, 9, 0]"
"['agent_Phong', 'agent_MA', 'Trang9PM_1905', 'agent_random']","[15, 13, 12, 2]"
"['agent_MA', 'Trangold', 'agent_Phong', 'agent_random']","[16, 7, 6, 3]"
"['agent_Phong', 'agent_MA', 'Viet_Anh', 'agent_random']","[15, 14, 10, 0]"
"['agent_TongMinh', 'agent_Thu_Trang', 'agent_MA', 'agent_Phong']","[19, 14, 12, 10]"
"['agent_Phong', 'agent_Thu_Trang', 'agent_MA', 'agent_xung']","[15, 13, 11, 5]"
"['agent_Phong', 'agent_MA', 'Dat', 'agent_Thu_Trang']","[15, 14, 11, 9]"
"['longlee', 'agent_MA', 'agent_Phong', 'agent_Thu_Trang']","[17, 14, 14, 14]"
"['phi', 'agent_MA', 'agent_Thu_Trang', 'agent_Phong']","[21, 14, 10, 9]"
"['agent_Phong', 'agent_MA', 'Trang9PM_1905', 'agent_Thu_Trang']","[16, 12, 9, 7]"
"['Trangold', 'agent_Thu_Trang', 'agent_Phong', 'agent_MA']","[17, 9, 8, 4]"
"['Viet_Anh', 'agent_MA', 'agent_Phong', 'agent_Thu_Trang']","[17, 10, 8, 8]"
"['agent_TongMinh', 'agent_MA', 'agent_xung', 'agent_Phong']","[16, 14, 12, 11]"
"['agent_Phong', 'agent_MA', 'agent_TongMinh', 'Dat']","[15, 13, 10, 7]"
"['agent_MA', 'agent_TongMinh', 'agent_Phong', 'longlee']","[17, 15, 11, 3]"
"['agent_MA', 'agent_TongMinh', 'agent_Phong', 'phi']","[19, 10, 8, 6]"
"['agent_TongMinh', 'Trang9PM_1905', 'agent_Phong', 'agent_MA']","[17, 14, 12, 7]"
"['agent_MA', 'agent_Phong', 'Trangold', 'agent_TongMinh']","[15, 11, 11, 7]"
"['Viet_Anh', 'agent_TongMinh', 'agent_MA', 'agent_Phong']","[15, 10, 8, 8]"
"['agent_Phong', 'Dat', 'agent_MA', 'agent_xung']","[16, 12, 11, 10]"
"['agent_Phong', 'agent_MA', 'agent_xung', 'longlee']","[15, 9, 9, 1]"
"['phi', 'agent_MA', 'agent_xung', 'agent_Phong']","[16, 12, 12, 11]"
"['agent_MA', 'Trang9PM_1905', 'agent_xung', 'agent_Phong']","[19, 10, 9, 7]"
"['Trangold', 'agent_Phong', 'agent_MA', 'agent_xung']","[16, 9, 7, 4]"
"['agent_Phong', 'Viet_Anh', 'agent_MA', 'agent_xung']","[19, 13, 10, 4]"
"['longlee', 'agent_MA', 'agent_Phong', 'Dat']","[15, 12, 8, 4]"
"['Dat', 'phi', 'agent_MA', 'agent_Phong']","[15, 14, 11, 10]"
"['agent_MA', 'Dat', 'agent_Phong', 'Trang9PM_1905']","[15, 13, 11, 11]"
"['Trangold', 'agent_Phong', 'agent_MA', 'Dat']","[15, 14, 6, 4]"
"['Viet_Anh', 'agent_MA', 'agent_Phong', 'Dat']","[17, 14, 14, 0]"
"['agent_MA', 'agent_Phong', 'phi', 'longlee']","[18, 14, 13, 6]"
"['Trang9PM_1905', 'agent_Phong', 'agent_MA', 'longlee']","[15, 6, 4, 0]"
"['agent_MA', 'agent_Phong', 'Trangold', 'longlee']","[16, 15, 15, 0]"
"['agent_Phong', 'agent_MA', 'longlee', 'Viet_Anh']","[15, 11, 11, 9]"
"['phi', 'agent_MA', 'agent_Phong', 'Trang9PM_1905']","[16, 11, 10, 8]"
"['phi', 'Trangold', 'agent_Phong', 'agent_MA']","[15, 15, 11, 3]"
"['phi', 'agent_MA', 'agent_Phong', 'Viet_Anh']","[15, 12, 8, 1]"
"['Trang9PM_1905', 'Trangold', 'agent_Phong', 'agent_MA']","[16, 15, 14, 10]"
"['Viet_Anh', 'Trang9PM_1905', 'agent_Phong', 'agent_MA']","[15, 14, 9, 6]"
"['Viet_Anh', 'agent_MA', 'agent_Phong', 'Trangold']","[21, 15, 11, 11]"
"['agent_TongMinh', 'agent_Thu_Trang', 'agent_MA', 'agent_random']","[17, 13, 12, 3]"
"['agent_MA', 'agent_Thu_Trang', 'agent_xung', 'agent_random']","[18, 12, 5, 4]"
"['agent_Thu_Trang', 'Dat', 'agent_MA', 'agent_random']","[16, 16, 13, 9]"
"['agent_MA', 'agent_Thu_Trang', 'longlee', 'agent_random']","[18, 7, 4, 1]"
"['phi', 'agent_Thu_Trang', 'agent_MA', 'agent_random']","[15, 10, 7, 3]"
"['agent_Thu_Trang', 'Trang9PM_1905', 'agent_MA', 'agent_random']","[15, 15, 12, 5]"
"['agent_MA', 'Trangold', 'agent_random', 'agent_Thu_Trang']","[15, 11, 5, 3]"
"['Viet_Anh', 'agent_MA', 'agent_random', 'agent_Thu_Trang']","[15, 10, 4, 4]"
"['agent_TongMinh', 'agent_MA', 'agent_xung', 'agent_random']","[16, 5, 4, 0]"
"['agent_MA', 'agent_TongMinh', 'Dat', 'agent_random']","[16, 13, 9, 1]"
"['agent_TongMinh', 'longlee', 'agent_MA', 'agent_random']","[20, 17, 7, 2]"
"['agent_TongMinh', 'phi', 'agent_MA', 'agent_random']","[15, 13, 5, 2]"
"['agent_TongMinh', 'agent_MA', 'Trang9PM_1905', 'agent_random']","[15, 13, 6, 1]"
"['agent_TongMinh', 'Trangold', 'agent_MA', 'agent_random']","[19, 13, 11, 1]"
"['Viet_Anh', 'agent_TongMinh', 'agent_MA', 'agent_random']","[16, 13, 5, 5]"
"['Dat', 'agent_MA', 'agent_xung', 'agent_random']","[15, 13, 13, 6]"
"['agent_MA', 'longlee', 'agent_xung', 'agent_random']","[16, 15, 6, 5]"
"['phi', 'agent_MA', 'agent_random', 'agent_xung']","[18, 12, 5, 5]"
"['agent_xung', 'agent_MA', 'Trang9PM_1905', 'agent_random']","[17, 16, 13, 2]"
"['Trangold', 'agent_xung', 'agent_MA', 'agent_random']","[17, 14, 10, 3]"
"['Viet_Anh', 'agent_xung', 'agent_MA', 'agent_random']","[15, 10, 9, 8]"
"['Dat', 'agent_MA', 'longlee', 'agent_random']","[16, 13, 13, 5]"
"['agent_MA', 'phi', 'Dat', 'agent_random']","[15, 9, 2, 1]"
"['agent_MA', 'Trang9PM_1905', 'Dat', 'agent_random']","[17, 10, 8, 1]"
"['agent_MA', 'Trangold', 'Dat', 'agent_random']","[17, 13, 5, 0]"
"['Dat', 'agent_MA', 'Viet_Anh', 'agent_random']","[16, 11, 10, 5]"
"['phi', 'agent_MA', 'longlee', 'agent_random']","[17, 13, 6, 4]"
"['Trang9PM_1905', 'longlee', 'agent_MA', 'agent_random']","[15, 13, 10, 1]"
"['longlee', 'Trangold', 'agent_MA', 'agent_random']","[22, 13, 9, 3]"
"['agent_MA', 'longlee', 'Viet_Anh', 'agent_random']","[16, 15, 10, 4]"
"['agent_MA', 'phi', 'Trang9PM_1905', 'agent_random']","[15, 12, 12, 6]"
"['phi', 'agent_MA', 'Trangold', 'agent_random']","[16, 13, 9, 6]"
"['Viet_Anh', 'phi', 'agent_MA', 'agent_random']","[17, 6, 5, 0]"
"['Trang9PM_1905', 'agent_MA', 'Trangold', 'agent_random']","[16, 14, 10, 4]"
"['Viet_Anh', 'agent_MA', 'Trang9PM_1905', 'agent_random']","[17, 7, 3, 2]"
"['Viet_Anh', 'Trangold', 'agent_MA', 'agent_random']","[15, 12, 9, 1]"
"['agent_TongMinh', 'agent_Thu_Trang', 'agent_MA', 'agent_xung']","[21, 15, 14, 13]"
"['agent_TongMinh', 'agent_MA', 'agent_Thu_Trang', 'Dat']","[15, 10, 8, 6]"
"['agent_TongMinh', 'agent_Thu_Trang', 'agent_MA', 'longlee']","[16, 12, 10, 1]"
"['agent_MA', 'agent_Thu_Trang', 'agent_TongMinh', 'phi']","[15, 7, 5, 2]"
"['agent_TongMinh', 'agent_MA', 'agent_Thu_Trang', 'Trang9PM_1905']","[17, 12, 11, 8]"
"['Trangold', 'agent_Thu_Trang', 'agent_TongMinh', 'agent_MA']","[19, 13, 6, 5]"
"['agent_MA', 'agent_TongMinh', 'Viet_Anh', 'agent_Thu_Trang']","[16, 7, 6, 4]"
"['agent_Thu_Trang', 'agent_MA', 'Dat', 'agent_xung']","[17, 15, 8, 3]"
"['agent_Thu_Trang', 'agent_xung', 'agent_MA', 'longlee']","[15, 11, 10, 4]"
"['agent_xung', 'phi', 'agent_Thu_Trang', 'agent_MA']","[15, 9, 8, 6]"
"['agent_xung', 'agent_MA', 'agent_Thu_Trang', 'Trang9PM_1905']","[15, 12, 11, 2]"
"['Trangold', 'agent_MA', 'agent_Thu_Trang', 'agent_xung']","[17, 8, 8, 5]"
"['agent_xung', 'agent_Thu_Trang', 'Viet_Anh', 'agent_MA']","[17, 12, 11, 5]"
"['agent_Thu_Trang', 'Dat', 'agent_MA', 'longlee']","[15, 14, 12, 6]"
"['phi', 'agent_MA', 'agent_Thu_Trang', 'Dat']","[15, 13, 6, 2]"
"['agent_Thu_Trang', 'Trang9PM_1905', 'agent_MA', 'Dat']","[15, 13, 11, 8]"
"['Trangold', 'agent_MA', 'Dat', 'agent_Thu_Trang']","[16, 12, 3, 0]"
"['agent_MA', 'Viet_Anh', 'agent_Thu_Trang', 'Dat']","[15, 11, 8, 4]"
"['phi', 'agent_MA', 'agent_Thu_Trang', 'longlee']","[16, 12, 8, 0]"
"['agent_MA', 'agent_Thu_Trang', 'Trang9PM_1905', 'longlee']","[15, 14, 12, 4]"
"['Trangold', 'agent_MA', 'agent_Thu_Trang', 'longlee']","[15, 12, 12, 3]"
"['Viet_Anh', 'agent_MA', 'longlee', 'agent_Thu_Trang']","[15, 13, 10, 4]"
"['agent_MA', 'agent_Thu_Trang', 'phi', 'Trang9PM_1905']","[15, 13, 8, 7]"
"['agent_MA', 'phi', 'Trangold', 'agent_Thu_Trang']","[15, 14, 7, 6]"
"['Viet_Anh', 'agent_MA', 'agent_Thu_Trang', 'phi']","[15, 13, 13, 10]"
"['Trangold', 'agent_MA', 'agent_Thu_Trang', 'Trang9PM_1905']","[17, 12, 9, 4]"
"['Viet_Anh', 'Trang9PM_1905', 'agent_Thu_Trang', 'agent_MA']","[20, 10, 7, 5]"
"['Trangold', 'agent_MA', 'agent_Thu_Trang', 'Viet_Anh']","[16, 8, 8, 4]"
"['agent_xung', 'agent_MA', 'agent_TongMinh', 'Dat']","[15, 13, 5, 1]"
"['agent_MA', 'agent_xung', 'agent_TongMinh', 'longlee']","[15, 13, 8, 3]"
"['agent_xung', 'phi', 'agent_MA', 'agent_TongMinh']","[16, 15, 10, 8]"
"['agent_MA', 'agent_TongMinh', 'Trang9PM_1905', 'agent_xung']","[16, 15, 9, 5]"
"['Trangold', 'agent_MA', 'agent_TongMinh', 'agent_xung']","[15, 14, 7, 3]"
"['agent_xung', 'agent_MA', 'Viet_Anh', 'agent_TongMinh']","[15, 12, 8, 6]"
"['Dat', 'agent_TongMinh', 'agent_MA', 'longlee']","[17, 10, 8, 8]"
"['agent_MA', 'Dat', 'agent_TongMinh', 'phi']","[18, 15, 9, 5]"
"['agent_TongMinh', 'agent_MA', 'Trang9PM_1905', 'Dat']","[18, 10, 10, 1]"
"['agent_TongMinh', 'Trangold', 'Dat', 'agent_MA']","[17, 13, 11, 9]"
"['agent_TongMinh', 'agent_MA', 'Viet_Anh', 'Dat']","[16, 9, 7, 4]"
"['agent_TongMinh', 'agent_MA', 'longlee', 'phi']","[16, 9, 9, 9]"
"['agent_TongMinh', 'agent_MA', 'Trang9PM_1905', 'longlee']","[16, 11, 6, 4]"
"['agent_TongMinh', 'agent_MA', 'Trangold', 'longlee']","[15, 10, 8, 3]"
"['agent_TongMinh', 'agent_MA', 'Viet_Anh', 'longlee']","[17, 10, 9, 3]"
"['agent_TongMinh', 'Trang9PM_1905', 'agent_MA', 'phi']","[19, 8, 6, 3]"
"['phi', 'agent_MA', 'agent_TongMinh', 'Trangold']","[16, 12, 12, 8]"
"['agent_MA', 'phi', 'agent_TongMinh', 'Viet_Anh']","[16, 12, 8, 6]"
"['Trang9PM_1905', 'agent_TongMinh', 'Trangold', 'agent_MA']","[15, 13, 12, 10]"
"['agent_TongMinh', 'Viet_Anh', 'agent_MA', 'Trang9PM_1905']","[20, 11, 8, 8]"
"['agent_MA', 'agent_TongMinh', 'Trangold', 'Viet_Anh']","[18, 14, 9, 9]"
"['Dat', 'agent_MA', 'agent_xung', 'longlee']","[17, 14, 14, 1]"
"['Dat', 'phi', 'agent_MA', 'agent_xung']","[16, 14, 11, 11]"
"['agent_xung', 'Trang9PM_1905', 'agent_MA', 'Dat']","[17, 11, 10, 10]"
"['Trangold', 'agent_MA', 'agent_xung', 'Dat']","[15, 10, 8, 3]"
"['Viet_Anh', 'Dat', 'agent_MA', 'agent_xung']","[18, 7, 6, 5]"
"['agent_MA', 'phi', 'longlee', 'agent_xung']","[19, 11, 10, 6]"
"['agent_xung', 'agent_MA', 'longlee', 'Trang9PM_1905']","[16, 10, 10, 10]"
"['longlee', 'agent_xung', 'agent_MA', 'Trangold']","[17, 11, 10, 8]"
"['Viet_Anh', 'agent_MA', 'longlee', 'agent_xung']","[15, 14, 14, 9]"
"['phi', 'agent_MA', 'Trang9PM_1905', 'agent_xung']","[19, 10, 9, 0]"
"['agent_MA', 'agent_xung', 'Trangold', 'phi']","[16, 15, 10, 8]"
"['Viet_Anh', 'agent_MA', 'phi', 'agent_xung']","[19, 12, 11, 10]"
"['agent_MA', 'Trangold', 'agent_xung', 'Trang9PM_1905']","[18, 9, 7, 2]"
"['agent_xung', 'Trang9PM_1905', 'Viet_Anh', 'agent_MA']","[17, 15, 10, 9]"
"['Trangold', 'agent_MA', 'Viet_Anh', 'agent_xung']","[15, 14, 4, 3]"
"['phi', 'agent_MA', 'Dat', 'longlee']","[17, 9, 8, 4]"
"['longlee', 'agent_MA', 'Trang9PM_1905', 'Dat']","[16, 13, 10, 7]"
"['agent_MA', 'longlee', 'Trangold', 'Dat']","[18, 11, 9, 2]"
"['Dat', 'agent_MA', 'longlee', 'Viet_Anh']","[16, 14, 12, 11]"
"['phi', 'agent_MA', 'Trang9PM_1905', 'Dat']","[17, 12, 9, 5]"
"['phi', 'agent_MA', 'Trangold', 'Dat']","[17, 13, 13, 11]"
"['Dat', 'Viet_Anh', 'agent_MA', 'phi']","[15, 11, 10, 9]"
"['Trangold', 'agent_MA', 'Trang9PM_1905', 'Dat']","[15, 14, 13, 10]"
"['Trang9PM_1905', 'Dat', 'agent_MA', 'Viet_Anh']","[16, 15, 14, 6]"
"['Viet_Anh', 'Dat', 'agent_MA', 'Trangold']","[16, 13, 9, 8]"
"['Trang9PM_1905', 'agent_MA', 'phi', 'longlee']","[15, 14, 3, 1]"
"['Trangold', 'phi', 'agent_MA', 'longlee']","[15, 14, 13, 13]"
"['Viet_Anh', 'agent_MA', 'longlee', 'phi']","[16, 14, 6, 4]"
"['agent_MA', 'Trangold', 'Trang9PM_1905', 'longlee']","[15, 12, 6, 0]"
"['Trang9PM_1905', 'Viet_Anh', 'longlee', 'agent_MA']","[17, 16, 10, 9]"
"['agent_MA', 'Trangold', 'longlee', 'Viet_Anh']","[15, 13, 11, 11]"
"['Trangold', 'Trang9PM_1905', 'phi', 'agent_MA']","[17, 14, 12, 7]"
"['agent_MA', 'Trang9PM_1905', 'phi', 'Viet_Anh']","[17, 14, 13, 8]"
"['Viet_Anh', 'agent_MA', 'phi', 'Trangold']","[16, 13, 4, 4]"
"['Trangold', 'Trang9PM_1905', 'agent_MA', 'Viet_Anh']","[16, 11, 5, 5]"
"['agent_NhatMinh', 'agent_NA', 'agent_Phong', 'agent_random']","[15, 11, 9, 1]"
"['agent_NhatMinh', 'agent_Phong', 'agent_NA', 'agent_Thu_Trang']","[16, 14, 13, 11]"
"['agent_Phong', 'agent_TongMinh', 'agent_NhatMinh', 'agent_NA']","[15, 15, 14, 10]"
"['agent_NA', 'agent_Phong', 'agent_NhatMinh', 'agent_xung']","[15, 9, 7, 5]"
"['agent_NhatMinh', 'agent_Phong', 'agent_NA', 'Dat']","[16, 12, 11, 7]"
"['agent_NA', 'agent_Phong', 'longlee', 'agent_NhatMinh']","[16, 9, 5, 4]"
"['phi', 'agent_Phong', 'agent_NA', 'agent_NhatMinh']","[15, 13, 12, 8]"
"['agent_NhatMinh', 'Trang9PM_1905', 'agent_NA', 'agent_Phong']","[16, 14, 9, 8]"
"['agent_NA', 'agent_NhatMinh', 'agent_Phong', 'Trangold']","[15, 11, 11, 9]"
"['agent_NA', 'agent_Phong', 'agent_NhatMinh', 'Viet_Anh']","[16, 13, 11, 8]"
"['agent_Thu_Trang', 'agent_NA', 'agent_NhatMinh', 'agent_random']","[17, 15, 9, 1]"
"['agent_TongMinh', 'agent_NA', 'agent_NhatMinh', 'agent_random']","[16, 10, 9, 3]"
"['agent_NhatMinh', 'agent_NA', 'agent_random', 'agent_xung']","[17, 12, 1, 1]"
"['agent_NhatMinh', 'agent_NA', 'agent_random', 'Dat']","[16, 11, 2, 1]"
"['agent_NA', 'agent_NhatMinh', 'longlee', 'agent_random']","[15, 13, 4, 3]"
"['phi', 'agent_NhatMinh', 'agent_NA', 'agent_random']","[15, 12, 7, 3]"
"['agent_NhatMinh', 'Trang9PM_1905', 'agent_NA', 'agent_random']","[16, 8, 6, 2]"
"['agent_NhatMinh', 'Trangold', 'agent_NA', 'agent_random']","[17, 8, 7, 6]"
"['agent_NhatMinh', 'agent_NA', 'Viet_Anh', 'agent_random']","[19, 13, 9, 4]"
"['agent_TongMinh', 'agent_NA', 'agent_Thu_Trang', 'agent_NhatMinh']","[15, 14, 14, 10]"
"['agent_NA', 'agent_NhatMinh', 'agent_Thu_Trang', 'agent_xung']","[15, 11, 10, 7]"
"['agent_NA', 'agent_NhatMinh', 'agent_Thu_Trang', 'Dat']","[17, 9, 7, 3]"
"['agent_Thu_Trang', 'agent_NA', 'longlee', 'agent_NhatMinh']","[17, 16, 15, 11]"
"['agent_NhatMinh', 'agent_NA', 'agent_Thu_Trang', 'phi']","[16, 12, 12, 8]"
"['agent_NA', 'agent_Thu_Trang', 'agent_NhatMinh', 'Trang9PM_1905']","[15, 8, 7, 4]"
"['agent_NhatMinh', 'agent_NA', 'agent_Thu_Trang', 'Trangold']","[18, 14, 8, 6]"
"['Viet_Anh', 'agent_NA', 'agent_Thu_Trang', 'agent_NhatMinh']","[16, 11, 11, 9]"
"['agent_NA', 'agent_TongMinh', 'agent_xung', 'agent_NhatMinh']","[15, 6, 5, 4]"
"['agent_NA', 'agent_TongMinh', 'agent_NhatMinh', 'Dat']","[16, 16, 13, 8]"
"['agent_NA', 'agent_TongMinh', 'agent_NhatMinh', 'longlee']","[15, 7, 6, 3]"
"['agent_NA', 'agent_TongMinh', 'phi', 'agent_NhatMinh']","[15, 13, 7, 4]"
"['agent_TongMinh', 'agent_NA', 'Trang9PM_1905', 'agent_NhatMinh']","[15, 12, 10, 7]"
"['agent_NA', 'agent_TongMinh', 'Trangold', 'agent_NhatMinh']","[17, 14, 9, 7]"
"['agent_NA', 'agent_TongMinh', 'agent_NhatMinh', 'Viet_Anh']","[15, 9, 7, 5]"
"['agent_NhatMinh', 'agent_xung', 'agent_NA', 'Dat']","[20, 16, 13, 5]"
"['agent_NA', 'agent_xung', 'longlee', 'agent_NhatMinh']","[15, 9, 2, 1]"
"['agent_NA', 'agent_NhatMinh', 'agent_xung', 'phi']","[15, 7, 4, 4]"
"['agent_NhatMinh', 'Trang9PM_1905', 'agent_NA', 'agent_xung']","[15, 12, 11, 3]"
"['agent_xung', 'agent_NA', 'agent_NhatMinh', 'Trangold']","[15, 12, 11, 11]"
"['agent_NA', 'Viet_Anh', 'agent_xung', 'agent_NhatMinh']","[15, 11, 8, 4]"
"['agent_NhatMinh', 'agent_NA', 'Dat', 'longlee']","[15, 13, 8, 1]"
"['agent_NhatMinh', 'agent_NA', 'phi', 'Dat']","[16, 10, 8, 4]"
"['agent_NhatMinh', 'Trang9PM_1905', 'agent_NA', 'Dat']","[16, 12, 10, 5]"
"['agent_NA', 'agent_NhatMinh', 'Trangold', 'Dat']","[15, 14, 9, 5]"
"['agent_NhatMinh', 'agent_NA', 'Dat', 'Viet_Anh']","[17, 14, 12, 9]"
"['agent_NA', 'longlee', 'agent_NhatMinh', 'phi']","[18, 6, 5, 4]"
"['agent_NhatMinh', 'agent_NA', 'Trang9PM_1905', 'longlee']","[16, 13, 12, 7]"
"['agent_NA', 'Trangold', 'agent_NhatMinh', 'longlee']","[15, 8, 7, 5]"
"['agent_NhatMinh', 'agent_NA', 'longlee', 'Viet_Anh']","[15, 14, 11, 7]"
"['agent_NA', 'Trang9PM_1905', 'agent_NhatMinh', 'phi']","[15, 7, 6, 5]"
"['agent_NhatMinh', 'agent_NA', 'Trangold', 'phi']","[15, 10, 9, 5]"
"['Viet_Anh', 'phi', 'agent_NA', 'agent_NhatMinh']","[18, 11, 9, 9]"
"['Trangold', 'agent_NhatMinh', 'agent_NA', 'Trang9PM_1905']","[15, 13, 7, 5]"
"['agent_NA', 'Trang9PM_1905', 'agent_NhatMinh', 'Viet_Anh']","[16, 13, 10, 7]"
"['Trangold', 'agent_NhatMinh', 'agent_NA', 'Viet_Anh']","[23, 14, 11, 8]"
"['agent_Phong', 'agent_NA', 'agent_Thu_Trang', 'agent_random']","[16, 14, 13, 3]"
"['agent_TongMinh', 'agent_Phong', 'agent_NA', 'agent_random']","[15, 12, 11, 0]"
"['agent_NA', 'agent_Phong', 'agent_xung', 'agent_random']","[19, 14, 12, 4]"
